export_id,script_family_id,computed_quantity,data_granularity,output_file,sidecar_file,format,row_count,array_count,shape_summary,dataset,condition_scope,hemisphere_scope,network_scope,old_script_path,new_export_script,old_reference_outputs,validation_status,notes
EXP012,pattern_msd_beta,msd_beta_group_summary,summary_validation,02_exports\pattern_msd_beta\summary_validation\exp012_msd_beta_group_summary.csv,02_exports\pattern_msd_beta\summary_validation\exp012_msd_beta_group_summary.csv.metadata.json,csv,252,0,252 rows x 30 columns,DMT;LSD,preserved_from_source,preserved_from_source,preserved_from_source,<source_analysis>\pattern_msd_beta_group.py,export_scripts\run_level1_exports.py,<analysis_outputs>\pattern_msd_beta\dmt_group\msd_beta_group_summary.csv;<analysis_outputs>\pattern_msd_beta\lsd_group\msd_beta_group_summary.csv,pass,
EXP013,phase_ngsc_recon_corr,ngsc_fc_summary,summary_validation,02_exports\phase_ngsc_recon_corr\summary_validation\exp013_ngsc_fc_summary.csv,02_exports\phase_ngsc_recon_corr\summary_validation\exp013_ngsc_fc_summary.csv.metadata.json,csv,12,0,12 rows x 13 columns,all,preserved_from_source,preserved_from_source,preserved_from_source,<source_analysis>\phase_fc_group\recon_parcel_fc_correlations.py,export_scripts\run_level1_exports.py,<analysis_outputs>\phase_fc_group\recon_parcel_fc_correlations\summary_by_condition_hemisphere.csv;<analysis_outputs>\phase_fc_group\recon_parcel_fc_correlations\summary_true_fc_by_source_condition_hemisphere.csv,pass,
EXP014,phase_recon_wbfc,phase_recon_wbfc_summary,summary_validation,02_exports\phase_recon_wbfc\summary_validation\exp014_phase_recon_wbfc_summary.csv,02_exports\phase_recon_wbfc\summary_validation\exp014_phase_recon_wbfc_summary.csv.metadata.json,csv,108,0,108 rows x 71 columns,all,preserved_from_source,preserved_from_source,preserved_from_source,<source_analysis>\phase_fc_group\phase_recon_edge_weighted_wbfc_delta.py,export_scripts\run_level1_exports.py,<analysis_outputs>\phase_fc_group\phase_recon_edge_weighted_wbfc_delta_v3\drug_placebo_delta_tests_z.csv;<analysis_outputs>\phase_fc_group\phase_recon_edge_weighted_wbfc_delta_v3\original_recon_delta_agreement_stats_z.csv,pass,
EXP016,cai_model_delta,cai_model_delta_summary,summary_validation,02_exports\cai_model_delta\summary_validation\exp016_cai_model_delta_summary.csv,02_exports\cai_model_delta\summary_validation\exp016_cai_model_delta_summary.csv.metadata.json,csv,156,0,156 rows x 37 columns,all,preserved_from_source,preserved_from_source,preserved_from_source,<source_analysis>\added_analysis\SVD-CAI-model-delta-corr\svd_cai_model_delta_corr.py,export_scripts\run_level1_exports.py,<analysis_outputs>\added_analysis\SVD-CAI-model-delta-corr\drug_placebo_delta_tests.csv;<analysis_outputs>\added_analysis\SVD-CAI-model-delta-corr\empirical_model_delta_agreement_stats.csv,pass,
EXP018,dfr,dfr_summary,summary_validation,02_exports\dfr\summary_validation\exp018_dfr_summary.csv,02_exports\dfr\summary_validation\exp018_dfr_summary.csv.metadata.json,csv,16,0,16 rows x 36 columns,all,preserved_from_source,preserved_from_source,preserved_from_source,<source_analysis>\dfr_analysis\run_dfr.py,export_scripts\run_level1_exports.py,<analysis_outputs>\dfr_analysis\paired_dfr_stats.csv,pass,
EXP020,gcor,gcor_summary,summary_validation,02_exports\gcor\summary_validation\exp020_gcor_summary.csv,02_exports\gcor\summary_validation\exp020_gcor_summary.csv.metadata.json,csv,8,0,8 rows x 15 columns,all,preserved_from_source,preserved_from_source,preserved_from_source,<source_analysis>\all_metrics\run_gcor_all_metrics.py,export_scripts\run_level1_exports.py,<analysis_outputs>\all_metrics_gcor\combined_gcor_summary.csv,pass,
EXP019,dfr,DFR NPZ map inventory,spatial_maps,02_exports\dfr\spatial_maps\exp019_dfr_npz_manifest.csv,02_exports\dfr\spatial_maps\exp019_dfr_npz_manifest.csv.metadata.json,csv,840,840,Per-file key shapes recorded in manifest,all,preserved_from_source,preserved_from_source,preserved_from_source,<source_analysis>\dfr_analysis\run_dfr.py,export_scripts\run_level1_exports.py,<analysis_outputs>\dfr_analysis,pass,Maps were not copied because the 840 source NPZ files total about 601 MB.
EXP003,all_metrics_runner,PTDR subject values,subject_level,02_exports\all_metrics_runner\ptdr_vortex\exp003_ptdr_subject_values.csv,02_exports\all_metrics_runner\ptdr_vortex\exp003_ptdr_subject_values.csv.metadata.json,csv,140,0,140 rows x 15 columns,DMT;LSD,DMT;LSD;PCB,left;right,,<source_analysis>\all_metrics\vortex.py,export_scripts\export_exp003_ptdr_vortex.py,<analysis_outputs>\all_metrics\dmt-run\vortex_occupancy\per_subject.csv;<analysis_outputs>\all_metrics\lsd-run\vortex_occupancy\per_subject.csv,pass,All canonical subject scalar values reproduced.
EXP003,all_metrics_runner,PTDR paired deltas,subject_level,02_exports\all_metrics_runner\ptdr_vortex\exp003_ptdr_paired_deltas.csv,02_exports\all_metrics_runner\ptdr_vortex\exp003_ptdr_paired_deltas.csv.metadata.json,csv,68,0,68 paired subject x hemisphere rows,DMT;LSD,drug_minus_PCB,left;right,,<source_analysis>\all_metrics\vortex.py,export_scripts\export_exp003_ptdr_vortex.py,<analysis_outputs>\all_metrics\dmt-run\vortex_occupancy\per_subject.csv;<analysis_outputs>\all_metrics\lsd-run\vortex_occupancy\per_subject.csv,pass,Paired by dataset subject and hemisphere.
EXP003,all_metrics_runner,PTDR summary validation,summary_validation,02_exports\all_metrics_runner\ptdr_vortex\exp003_ptdr_summary_validation.csv,02_exports\all_metrics_runner\ptdr_vortex\exp003_ptdr_summary_validation.csv.metadata.json,csv,4,0,4 dataset x hemisphere validation rows,DMT;LSD,drug_vs_PCB,left;right,,<source_analysis>\all_metrics\vortex.py,export_scripts\export_exp003_ptdr_vortex.py,<analysis_outputs>\all_metrics\dmt-run\vortex_occupancy\group_summary.csv;<analysis_outputs>\all_metrics\lsd-run\vortex_occupancy\group_summary.csv,pass,All four paired PTDR summaries matched canonical targets.
EXP003,all_metrics_runner,vortex occupancy maps,spatial_maps,02_exports\all_metrics_runner\ptdr_vortex\exp003_vortex_occupancy_maps.npz,02_exports\all_metrics_runner\ptdr_vortex\exp003_vortex_occupancy_maps.npz.metadata.json,npz,0,152,152 arrays all 175x251,DMT;LSD,DMT;LSD;PCB;drug_minus_PCB,left;right,,<source_analysis>\all_metrics\vortex.py,export_scripts\export_exp003_ptdr_vortex.py,<detect_results>\DMT;<detect_results>\LSD,pass,140 subject maps plus 8 group means and 4 group deltas; old caches ignored and unchanged.
EXP003,all_metrics_runner,vortex occupancy map manifest,spatial_maps,02_exports\all_metrics_runner\ptdr_vortex\exp003_vortex_occupancy_map_manifest.csv,02_exports\all_metrics_runner\ptdr_vortex\exp003_vortex_occupancy_map_manifest.csv.metadata.json,csv,152,152,One row per NPZ array,DMT;LSD,DMT;LSD;PCB;drug_minus_PCB,left;right,,<source_analysis>\all_metrics\vortex.py,export_scripts\export_exp003_ptdr_vortex.py,<detect_results>\DMT;<detect_results>\LSD,pass,Manifest records array key shape dtype unit source and provenance.
EXP022,all_metrics_runner,ngsc_subject_values,subject_level,02_exports\all_metrics_runner\ngsc\exp022_ngsc_subject_values.csv,02_exports\all_metrics_runner\ngsc\exp022_ngsc_subject_values.csv.metadata.json,csv,140,0,140 rows x 24 columns,DMT;LSD,DMT;LSD;PCB,left;right,,<source_analysis>\all_metrics\ngsc.py,export_scripts\export_exp022_retained_runner_ngsc.py,<analysis_outputs>\all_metrics\dmt-run\ngsc\per_subject.csv;<analysis_outputs>\all_metrics\dmt-run\ngsc\group_summary.csv;<analysis_outputs>\all_metrics\lsd-run\ngsc\per_subject.csv;<analysis_outputs>\all_metrics\lsd-run\ngsc\group_summary.csv,pass,Level 1 retained canonical runner NGSC export; no recomputation.
EXP022,all_metrics_runner,ngsc_paired_deltas,subject_level,02_exports\all_metrics_runner\ngsc\exp022_ngsc_paired_deltas.csv,02_exports\all_metrics_runner\ngsc\exp022_ngsc_paired_deltas.csv.metadata.json,csv,68,0,68 rows x 15 columns,DMT;LSD,DMT;LSD;PCB,left;right,,<source_analysis>\all_metrics\ngsc.py,export_scripts\export_exp022_retained_runner_ngsc.py,<analysis_outputs>\all_metrics\dmt-run\ngsc\per_subject.csv;<analysis_outputs>\all_metrics\dmt-run\ngsc\group_summary.csv;<analysis_outputs>\all_metrics\lsd-run\ngsc\per_subject.csv;<analysis_outputs>\all_metrics\lsd-run\ngsc\group_summary.csv,pass,Level 1 retained canonical runner NGSC export; no recomputation.
EXP022,all_metrics_runner,ngsc_summary_validation,summary_validation,02_exports\all_metrics_runner\ngsc\exp022_ngsc_summary_validation.csv,02_exports\all_metrics_runner\ngsc\exp022_ngsc_summary_validation.csv.metadata.json,csv,84,0,84 rows x 31 columns,DMT;LSD,DMT;LSD;PCB,left;right,,<source_analysis>\all_metrics\ngsc.py,export_scripts\export_exp022_retained_runner_ngsc.py,<analysis_outputs>\all_metrics\dmt-run\ngsc\per_subject.csv;<analysis_outputs>\all_metrics\dmt-run\ngsc\group_summary.csv;<analysis_outputs>\all_metrics\lsd-run\ngsc\per_subject.csv;<analysis_outputs>\all_metrics\lsd-run\ngsc\group_summary.csv,pass,Level 1 retained canonical runner NGSC export; no recomputation.
EXP023,phase_ngsc_model,phase_ngsc_condition_values,model_correlation,02_exports\phase_ngsc_model\exp023_phase_ngsc_condition_values.csv,02_exports\phase_ngsc_model\exp023_phase_ngsc_condition_values.csv.metadata.json,csv,272,0,272 rows x 9 columns,DMT;LSD,DMT_DMT;DMT_PCB;LSD_LSD;LSD_PCB,left;right,,<source_analysis>\phase_fc_group\recon_parcel_fc_correlations.py,export_scripts\export_exp023_retained_model_phase_ngsc.py,<analysis_outputs>\phase_fc_recon_correlation_7networks_with_NGSC\DMT\per_condition_subject_phase_ngsc.csv;<analysis_outputs>\phase_fc_recon_correlation_7networks_with_NGSC\LSD\per_condition_subject_phase_ngsc.csv,pass,Retained orig/recon phase-NGSC output; no recomputation.
